ID_EVENTO,DECISION_PRESUPUESTO,TIPO_REPARACION,COSTO_REPARACION,COSTO_COMPONENTE_NUEVO,COSTO_MATERIAL_REP_INTERNA,LEAD_TIME_COMPRA_DIAS,TIEMPO_REPARACION_DIAS,CLASE_COSTO_COMPONENTE_NUEVO,CLASE_COSTO_MATERIAL_REP_INTERNA,CLASE_COSTO_REP_EXTERNA,CLASE_COSTO_REP_INTERNA,COSTO_PLACAS_PERF_ESTRUC,COSTO_SOLDADURAS_FUNDENTES_ACCES,CLASE_COSTO_PLACAS_PERF_ESTRUC,DESC_CLASE_COSTO_PLACAS_PERF_ESTRUC,CLASE_COSTO_SOLDADURAS_FUNDENTES_ACCES,DESC_CLASE_COSTO_SOLDADURAS_FUNDENTES_ACCES
85_20270427,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270224,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270506,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270716,REP,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20270925,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
58_20271205,NEW,INTERNA,4334.0,21000.0,5942.3099999999995,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270801,NEW,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20270724,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271018,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
65_20271219,REP,INTERNA,0.0,63279.28,7061.9,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
78_20271018,REP,EXTERNA,0.0,98073.31,20731.94,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270607,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270510,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20271017,NEW,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
85_20270424,REP,EXTERNA,1004.95,4019.8,0.0,0.0,0.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
158_20270914,NEW,EXTERNA,36446.5,70000.0,0.0,0.0,60.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
180_20270812,REP,EXTERNA,1500.0,3866.92,0.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
185_20270812,REP,EXTERNA,30000.0,236362.62,20000.0,0.0,30.0,72403348,72403348,72403398,72504416,0.0,0.0,72403324,PLACAS Y PERFILES ESTRUCT.,72403326,SOLDADURAS FUNDENTES Y ACCES.
